orf.name	ORF.type	score.(Agg)	score.(iPSC)	score.(MB1)	score.(Gaertner)	coverage.(Agg)	coverage.(iPSC)	coverage.(MB1)	coverage.(Gaertner)	start.(Agg)	start.(iPSC)	start.(MB1)	start.(Gaertner)	end.(Agg)	end.(iPSC)	end.(MB1)	end.(Gaertner)	comment	match.to.riboseq.call	chrom	chromStart	chromEnd	orf.name	score	strand	thickStart	thickEnd	itemRgb	blockCount	blockSizes	blockStarts
all48417	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	62387121	62388466	all48417	0	+	62387121	62388466	0,0,0	6	15,68,64,72,56,10,	0,199,489,721,1187,1335,
all48425	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	81202125	81297227	all48425	0	+	81202125	81297227	0,0,0	4	120,186,81,33,	0,74858,76205,95069,
all48431	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	103357702	103357999	all48431	0	+	103357702	103357999	0,0,0	1	297,	0,
all48433	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	55075113	55078798	all48433	0	+	55075113	55078798	0,0,0	5	1,92,109,126,17,	0,920,1455,2285,3668,
all48434	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	55089102	55092731	all48434	0	+	55089102	55092731	0,0,0	5	1,92,109,126,17,	0,910,1399,2229,3612,
all48544	Variant_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	161581437	161589599	all48544	0	+	161581437	161589599	0,0,0	3	112,21,38,	0,6984,8124,
all48551	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	203739626	203739854	all48551	0	+	203739626	203739854	0,0,0	1	228,	0,
all48613	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	58566587	58577315	all48613	0	-	58566587	58577315	0,0,0	4	108,157,175,7,	0,620,3103,10721,
all48618	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	121730851	121749689	all48618	0	-	121730851	121749689	0,0,0	2	122,58,	0,18780,
all48641	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	140175194	140243411	all48641	0	+	140175194	140243411	0,0,0	3	91,207,107,	0,19251,68110,
all48647	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	139387764	139389871	all48647	0	-	139387764	139389871	0,0,0	4	157,111,125,192,	0,256,696,1915,
all48696	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	144412537	144412657	all48696	0	-	144412537	144412657	0,0,0	1	120,	0,
all48702	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	92032464	92032539	all48702	0	-	92032464	92032539	0,0,0	1	75,	0,
all48730	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	44605420	44619126	all48730	0	+	44605420	44619126	0,0,0	5	9,102,204,84,78,	0,9851,12741,13219,13628,
all48768	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr13	21140894	21147170	all48768	0	+	21140894	21147170	0,0,0	3	101,123,4,	0,5910,6272,
all48772	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr13	41457653	41470485	all48772	0	+	41457653	41470485	0,0,0	5	103,186,108,63,8,	0,631,9169,11122,12824,
all48794	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	84670018	84716093	all48794	0	-	84670018	84716093	0,0,0	5	51,58,120,110,69,	0,706,10694,21516,46006,
all48835	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	27647402	27648982	all48835	0	+	27647402	27648982	0,0,0	2	30,147,	0,1433,
all48839	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	17505790	17506276	all48839	0	-	17505790	17506276	0,0,0	2	58,50,	0,436,
all48844	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	4734605	4738468	all48844	0	-	4734605	4738468	0,0,0	3	47,417,61,	0,486,3802,
all48865	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	18355924	18363583	all48865	0	+	18355924	18363583	0,0,0	3	87,233,193,	0,1458,7466,
all48894	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	35277713	35278099	all48894	0	-	35277713	35278099	0,0,0	2	219,54,	0,332,
all48914	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chrX	129648625	129654816	all48914	0	-	129648625	129654816	0,0,0	2	167,253,	0,5938,
all49298	Trunc_3'UTR:CDSFrameOverlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	58566587	58566695	all49298	0	-	58566587	58566695	0,0,0	1	108,	0,
all49364	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	21527782	21531195	all49364	0	+	21527782	21531195	0,0,0	3	7,84,59,	0,1218,3354,
all49487	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	161158429	161158492	all49487	0	+	161158429	161158492	0,0,0	1	63,	0,
all49490	Trunc_Internal:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	38864669	38866957	all49490	0	-	38864669	38866957	0,0,0	2	45,78,	0,2210,
all49494	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	35434893	35435043	all49494	0	-	35434893	35435043	0,0,0	1	150,	0,
all49501	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	202134466	202135460	all49501	0	-	202134466	202135460	0,0,0	3	50,71,2,	0,683,992,
all49508	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	47806340	47806860	all49508	0	+	47806340	47806860	0,0,0	3	18,200,82,	0,111,438,
all49509	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	150266521	150266596	all49509	0	-	150266521	150266596	0,0,0	1	75,	0,
all49511	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	61478819	61478876	all49511	0	-	61478819	61478876	0,0,0	1	57,	0,
all49522	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	160064954	160065065	all49522	0	+	160064954	160065065	0,0,0	1	111,	0,
all49523	Variant_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	42800809	42800827	all49523	0	-	42800809	42800827	0,0,0	1	18,	0,
all49524	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	79631371	79699509	all49524	0	+	79631371	79699509	0,0,0	4	135,186,81,12,	0,42242,65113,68126,
all49525	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	44154805	44154883	all49525	0	+	44154805	44154883	0,0,0	1	78,	0,
all49526	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	24780692	24785799	all49526	0	+	24780692	24785799	0,0,0	5	48,145,83,111,162,	0,784,3394,3751,4945,
all49527	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	66953255	66955522	all49527	0	+	66953255	66955522	0,0,0	2	114,21,	0,2246,
all49529	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	22813169	22822800	all49529	0	-	22813169	22822800	0,0,0	3	16,49,124,	0,4830,9507,
all49533	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	45914819	45917365	all49533	0	-	45914819	45917365	0,0,0	3	126,120,153,	0,1728,2393,
all49538	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	60572065	60620769	all49538	0	+	60572065	60620769	0,0,0	6	48,83,93,112,69,96,	0,12142,12657,19792,46514,48608,
all49540	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	21859308	21862014	all49540	0	+	21859308	21862014	0,0,0	2	117,39,	0,2667,
all49544	Trunc_None_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	81478864	81480551	all49544	0	-	81478864	81480551	0,0,0	3	51,102,126,	0,549,1561,
all49549	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	110890619	110898088	all49549	0	+	110890619	110898088	0,0,0	5	51,108,111,140,61,	0,3471,3792,5328,7408,
all49554	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	36274631	36276142	all49554	0	-	36274631	36276142	0,0,0	2	141,6,	0,1505,
all49559	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	109099191	109109969	all49559	0	+	109099191	109109969	0,0,0	5	93,98,89,179,141,	0,2710,3647,4241,10637,
all49567	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	51901900	51908810	all49567	0	+	51901900	51908810	0,0,0	2	136,35,	0,6875,
all49570	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	30203567	30203920	all49570	0	+	30203567	30203920	0,0,0	2	118,113,	0,240,
all49571	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	29464222	29464575	all49571	0	+	29464222	29464575	0,0,0	2	118,113,	0,240,
all49573	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	70371529	70371986	all49573	0	+	70371529	70371986	0,0,0	2	34,62,	0,395,
all49574	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	72086636	72089108	all49574	0	-	72086636	72089108	0,0,0	2	166,122,	0,2350,
all49576	Trunc_None_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	30116667	30116760	all49576	0	-	30116667	30116760	0,0,0	1	93,	0,
all49580	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	39672802	39672838	all49580	0	-	39672802	39672838	0,0,0	1	36,	0,
all49587	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	25294278	25296522	all49587	0	+	25294278	25296522	0,0,0	3	14,67,153,	0,1325,2091,
all49591	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	39529491	39529545	all49591	0	-	39529491	39529545	0,0,0	1	54,	0,
all49592	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr22	42619772	42628236	all49592	0	-	42619772	42628236	0,0,0	5	173,100,86,84,85,	0,4016,7531,7832,8379,
all49724	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	168063723	168075435	all49724	0	+	168063723	168075435	0,0,0	5	36,157,89,106,65,	0,1866,2653,4634,11647,
all49727	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	25351680	25360705	all49727	0	+	25351680	25360705	0,0,0	4	13,93,61,46,	0,1201,5112,8979,
all49728	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	20618469	20618568	all49728	0	+	20618469	20618568	0,0,0	1	99,	0,
all49737	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	167918322	167935775	all49737	0	-	167918322	167935775	0,0,0	5	37,112,85,41,43,	0,1656,2224,6174,17410,
all49741	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	83094686	83094770	all49741	0	-	83094686	83094770	0,0,0	1	84,	0,
all49747	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	36197567	36211774	all49747	0	+	36197567	36211774	0,0,0	4	21,118,112,172,	0,1411,6500,14035,
all49750	Trunc_None_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	136946493	136946781	all49750	0	+	136946493	136946781	0,0,0	3	73,39,14,	0,157,274,
all49755	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr14	24138539	24138816	all49755	0	+	24138539	24138816	0,0,0	2	21,81,	0,196,
all49758	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr15	79845209	79889300	all49758	0	-	79845209	79889300	0,0,0	2	233,208,	0,43883,
all49767	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr17	38850131	38853067	all49767	0	-	38850131	38853067	0,0,0	4	83,114,129,46,	0,230,2472,2890,
all49837	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	99398795	99399414	all49837	0	+	99398795	99399414	0,0,0	2	114,108,	0,511,
all49841	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	42351218	42361197	all49841	0	-	42351218	42361197	0,0,0	3	141,132,108,	0,1993,9871,
all49852	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	127639280	127639418	all49852	0	-	127639280	127639418	0,0,0	1	138,	0,
all49853	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	201624254	201626041	all49853	0	-	201624254	201626041	0,0,0	2	68,16,	0,1771,
all49868	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	119431980	119432097	all49868	0	-	119431980	119432097	0,0,0	1	117,	0,
all49902	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	185646047	185656686	all49902	0	-	185646047	185656686	0,0,0	6	24,115,190,45,67,72,	0,620,3419,5736,6614,10567,
all49904	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	174491955	174493299	all49904	0	-	174491955	174493299	0,0,0	2	139,149,	0,1195,
all49916	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	177483643	177484169	all49916	0	-	177483643	177484169	0,0,0	3	87,116,100,	0,223,426,
all49941	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	42548671	42552608	all49941	0	+	42548671	42552608	0,0,0	2	109,65,	0,3872,
all49943	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	142680505	142681466	all49943	0	+	142680505	142681466	0,0,0	2	58,140,	0,821,
all49960	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	129109181	129110536	all49960	0	-	129109181	129110536	0,0,0	2	96,54,	0,1301,
all49961	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	86970477	86970582	all49961	0	+	86970477	86970582	0,0,0	1	105,	0,
all49969	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	64319733	64321691	all49969	0	+	64319733	64321691	0,0,0	5	135,132,39,62,106,	0,927,1131,1273,1852,
all49970	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	57741863	57742217	all49970	0	+	57741863	57742217	0,0,0	2	91,101,	0,253,
all49976	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	112085294	112085450	all49976	0	-	112085294	112085450	0,0,0	1	156,	0,
all49979	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	120457085	120459959	all49979	0	+	120457085	120459959	0,0,0	2	94,53,	0,2821,
all49980	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	51240888	51242458	all49980	0	+	51240888	51242458	0,0,0	2	228,129,	0,1441,
all49984	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr12	57225690	57225747	all49984	0	+	57225690	57225747	0,0,0	1	57,	0,
all50019	Trunc_Extended:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	75566862	75577369	all50019	0	+	75566862	75577369	0,0,0	3	45,173,91,	0,1174,10416,
all50021	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr16	31039746	31039803	all50021	0	+	31039746	31039803	0,0,0	1	57,	0,
all50039	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr19	1269362	1272443	all50039	0	+	1269362	1272443	0,0,0	7	48,109,107,139,82,71,17,	0,1565,1777,1966,2188,2618,3064,
all50058	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr20	5100790	5106256	all50058	0	-	5100790	5106256	0,0,0	2	141,69,	0,5397,
all50173	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	69171860	69171959	all50173	0	-	69171860	69171959	0,0,0	1	99,	0,
all50402	Trunc_Novel:CDSFrameOverlap_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	96907287	96949043	all50402	0	+	96907287	96949043	0,0,0	3	43,80,36,	0,380,41720,
all50414	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	46818655	46818814	all50414	0	+	46818655	46818814	0,0,0	1	159,	0,
all50427	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	173857606	173857705	all50427	0	+	173857606	173857705	0,0,0	1	99,	0,
all50428	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	39571229	39572575	all50428	0	-	39571229	39572575	0,0,0	2	120,183,	0,1163,
all50431	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	211313663	211313768	all50431	0	+	211313663	211313768	0,0,0	1	105,	0,
all50438	Variant_Extended_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	183623456	183635680	all50438	0	-	183623456	183635680	0,0,0	4	15,177,73,164,	0,7004,9625,12060,
all50442	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr1	206905018	206905147	all50442	0	-	206905018	206905147	0,0,0	1	129,	0,
all50450	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	188541288	188594011	all50450	0	+	188541288	188594011	0,0,0	6	30,117,93,139,95,72,	0,27950,28739,42976,46566,52651,
all50453	Trunc_Truncated_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	88857360	88857678	all50453	0	-	88857360	88857678	0,0,0	1	318,	0,
all50457	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr2	207081212	207124392	all50457	0	-	207081212	207124392	0,0,0	3	52,124,49,	0,7245,43131,
all50470	Trunc_Internal:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	15052440	15052557	all50470	0	-	15052440	15052557	0,0,0	1	117,	0,
all50474	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	146070716	146070806	all50474	0	-	146070716	146070806	0,0,0	1	90,	0,
all50483	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr3	108690804	108690897	all50483	0	+	108690804	108690897	0,0,0	1	93,	0,
all50487	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr4	83461125	83461197	all50487	0	+	83461125	83461197	0,0,0	1	72,	0,
all50500	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	132272073	132272229	all50500	0	+	132272073	132272229	0,0,0	1	156,	0,
all50505	Trunc_Internal:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	88722603	88722756	all50505	0	-	88722603	88722756	0,0,0	1	153,	0,
all50507	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	1798623	1798911	all50507	0	-	1798623	1798911	0,0,0	1	288,	0,
all50518	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr5	140645023	140645098	all50518	0	+	140645023	140645098	0,0,0	1	75,	0,
all50522	Trunc_None_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr6	29555879	29556320	all50522	0	-	29555879	29556320	0,0,0	1	441,	0,
all50536	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	157384940	157385646	all50536	0	+	157384940	157385646	0,0,0	2	68,106,	0,600,
all50542	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	151557200	151560605	all50542	0	-	151557200	151560605	0,0,0	2	32,82,	0,3323,
all50543	Variant_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	109334399	109343481	all50543	0	+	109334399	109343481	0,0,0	5	3,77,71,75,77,	0,1728,4920,6089,9005,
all50545	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr7	44114784	44114919	all50545	0	-	44114784	44114919	0,0,0	1	135,	0,
all50546	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	19842909	19851805	all50546	0	+	19842909	19851805	0,0,0	4	18,163,94,157,	0,1166,2794,8739,
all50548	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	42546493	42552608	all50548	0	+	42546493	42552608	0,0,0	3	113,125,65,	0,2162,6050,
all50552	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	80038115	80064588	all50552	0	-	80038115	80064588	0,0,0	5	120,49,102,149,111,	0,4504,13411,15166,26362,
all50561	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr9	69718341	69718632	all50561	0	-	69718341	69718632	0,0,0	1	291,	0,
all50566	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr8	143612909	143613229	all50566	0	-	143612909	143613229	0,0,0	2	56,34,	0,286,
all50569	Trunc_None_Overlap_dORF	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	122429737	122429938	all50569	0	+	122429737	122429938	0,0,0	1	201,	0,
all50575	Trunc_None_novel	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr10	27675228	27675354	all50575	0	-	27675228	27675354	0,0,0	1	126,	0,
all50581	Trunc_Novel:CDSFrameOverlap_None	NA	0	0	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		chr11	60093972	60095656	all50581	0	+	60093972	60095656	0,0,0	2	90,99,	0,1585,
